moive,sentence,score
아이언맨 2,많이 아쉬웠다.. 워머신은 특징 없는 캐릭터일뿐이라 느꼈고 빌런은 정말 별거 없는 악당일뿐.. 해머사 대표는 그냥 반전없는 머저리에 불과. 어떤것도 매력적으로 와닿는게 없었다.,5
앵커,연기는 좋았던 거 같은데...여기 저기서 본듯한 짜깁기 스토리....연출도.. 너무 별로인듯... ,2
인터내셔널,ㅡㅡ;,1
닥터 스트레인지: 대혼돈의 멀티버스,"이 영화는 100만원짜리 요리와 같습니다. 99만 9천원으로 소고기, 양념치킨, 케이크, 홍어를 사서 시급 천원 쉐프한테 시켜서 만든 꿀꿀이죽 말이죠. 캐릭터 너프가 너무 심하고 개연성이란 개연성은 싹다 버려 역대 마블 영화 중 제일 쓰레기입니다. 그리고 간절히 부탁컨데 진짜 눈 썩는 옛날 연출 좀 안했음 좋겠습니다. 지금이 무슨 1995년이냐고!!!! ",2
서울괴담,처음부터 끝까지 다 봤는데도 불구하고 무슨 영화인지 모르겠음... 공포 영화 아예 못보는 사람들에게는 무서울 수 있으나 적당히 보는 사람에게는 애매한 공포 근데 일단 얼굴들은 대유잼,5
민스미트 작전,잔잔하게 흘러가지만 지루하지않게 스토리가 흘러가서 재밌게봤어요. 다만 시간은 조금만 줄여도 됬을거같아요,6
샹치와 텐 링즈의 전설,노잼.... 개노잼 시간너무아깝습니다 내용자체가그냥 좀...ㅎㅎ ,1
"파리, 13구","자유롭고 물흐르듯 흘러가는, 외부자들이 만들어내는 서사, 지역",7
문폴,"지짜 재난영화 매니안데 스토리 진짜 진부,,이거저거 다 섞어놔서너무 잡스러운 영화였오요.강도추격씬이 제일 별로 뜬금",1
닥터 스트레인지: 대혼돈의 멀티버스,음..ㅂ.ㅂ.ㅂ 제목 그대로네요,4
닥터 스트레인지: 대혼돈의 멀티버스,오늘 봤응그냥초딩수준임액션 스토리 등등 그냥초등스러웠음돈아까움,4
닥터 스트레인지: 대혼돈의 멀티버스,황혼에서 새벽까지 보는줄 하..,6
닥터 스트레인지: 대혼돈의 멀티버스,호불호가 갈릴 수 밖에 없는 영화... 샘 레이미 감독의 영화를 보고 어떤 스타일인지 잘 파악하면 보는데 큰 문제가 없다고 생각함,6
닥터 스트레인지: 대혼돈의 멀티버스,이 영화를 본 제가 10점을 받아야 할 것 같은데 도저히 양심상 이 영화에 10점 못주겠음,6
닥터 스트레인지: 대혼돈의 멀티버스,마블이 관객을 모독하기 시작했다.,6
말리그넌트,낚였네..졸다가 다봤는데 예상을 빗나가지 않은 반전??땜에 재미없었음..평범하게 끝남!컨져링보다 잼없네^^,6
스플라이스,대학교2학년때 친구랑 손잡고 영화봄...ㅋㅋㅋㅋ  소름끼치고 충격적이라 서른넘은 지금도 스토리가 뇌리에 박혀있음ㅠㅠㅠ 그땐 마냥 역겹다 생각했는데 오래 지난 지금까지도 기억나게 하는것도 실력인가... 혼란스러워짐 ㅋㅋㅋㅋ ,6
닥터 스트레인지: 대혼돈의 멀티버스,마블 유니버스 아니었으면 안 봤을 영화.인제 마블이란 이름만 따고 별 지랄 맞은 영상으로 이거저거 가져다 붙이면서 억지로 뭔가 있는 척하눈거 완전 짜증남. 보실 분들은 공포 영화 보러 간다 생각하고 가세요.싸구려 공포 영화 컨셉은 제대로 잡았네,2
닥터 스트레인지: 대혼돈의 멀티버스,"아니 일루미나티는 업진살이냐존크라신스키보고 와.. 이랬는데 웅장해지다가 쪼그라들더라... 너무 기대를 했던 탓일까감독이 샘레이미러서 호러스럽게 만든것이 좋았는데 차라리 19금 걸어놓고 더 고어 하게 나왔으면 얼마나 좋겠나 싶었지만 디즈니가 데드풀 빼고 그럴리가 있나그리고 마지막에 눈까리 생긴거보고 좀 거지같았다 완다는 써도 안생기던데 스트레인지는 천진반으로 대동단결이야? 김포 운양에서 본 남자 둘 여자하나 왜계속 말을해 앞자리 건드리고 팝콘통을 흔드냐? &amp;#34;소 존나 귀여워,저거 로키야?&amp;#34; 이러고 있네 속으로좀 말해 내가 오죽하면 좀 조용히해달라고 말했더니 자기는 안그랬데 안그러긴 ㅅㅏ발면이 그럼 영화에서 완다가 나와서 했냐? 궁금한거 있으면 속으로삼켜 말로 내뱉지말고 영화관에서 할수있는건 감탄사 뿐이다 소통이아니라 부모님한테 다시 배워라",6
신비한 동물들과 덤블도어의 비밀,핵노잼임..진짜 핵노잼,4
호빗: 다섯 군대 전투,간만에 보는데 난쟁이쉑들땜에 발암걸려서 보기 힘들었다.. 특히 소린,6
리벤져,어느 회장님 작품인지 손녀 말 듣느라 애 먹을듯 돈은 넘치니 그냥 줬을꺼고 참 암담한  영화인데 주연 조연 개고생  한게 그냥 보인다 감독이 돈이 없어 그냥한거 같은데 돈이 없지 존심도 없으면 되냐?,2
닥터 스트레인지: 대혼돈의 멀티버스,"중국자본이 들어갔는지 실망스럽다 괴물CG하며 연출에서도 ㅠㅠ .할리우드영화는 2,3편이 되면 항상 중국배경에 스토리까지 자본잠식이 심각하고 안타깝다 ",6
닥터 스트레인지: 대혼돈의 멀티버스,그냥 아이언맨과 캡틴이 너무 그리웠다...,7
서울괴담,그냥 아이돌 보려고 봤는데 내용은 음..CG도 좀 별로였고 처음 2개 이야기빼고는 전체적으로 좀 아쉬운듯,3
서울괴담,B급호러 감안하고 봐도 심각한 수준입니다...보는 내내 영화에대한 생각보다 무슨 생각으로 이런 영화를 만들었는지에 대한 생각만 했습니다. ,3
닥터 스트레인지: 대혼돈의 멀티버스,영화 지루함. 베네딕트 연기잘함,2
스파이더맨 2,메리제인 볼때마다 열받네,6
B컷,나도 박카스 한박스 받아보고 싶다.,6
위대한 소원,"배우들이 고등학생 연기하기에 너무 이입안될정도로 연령대 있음, 연출 유치함",1
닥터 스트레인지: 대혼돈의 멀티버스,2020년에 개봉한다고 들었다가 미뤄진걸 2년이나 기다렸는데 이게 무슨짓임멀티버스 이해가 문제가 아님,1
엄마,한국의 문화와 역사에 무지한 검은 머리 미국인들이 마치 한국에 대해서 알고 있는 거처럼 헛소리 하는 한심한 한국 팔이. 그걸 이용해서 한국에 대한 혐오감을 조장하는 SONY..요즘 미국에 사는 검은 머리 미국인들. 한류로 한국이 유명해지니까 한국인 프리미엄따위가 생겨서 한국에 대해서 잘 아는 거처럼 행세하고 최대한 한국인처럼 보이려고 하고 으쓱대고 다님..파친코도 같은 케이스..별로 정서적으로 공감이 잘 안가는 이상한 한국인 분위기를 연출.. 그냥 역겨워. 전형적인 검은 머리 미국인의 개 ㅈㄹ 중 하나. 그냥 다된 밥에 한국 뿌리면 잘 팔리는 세태를 잘 이용해 먹은 거로 밖에..,1
닥터 스트레인지: 대혼돈의 멀티버스,보지마세요 후회합니다,1
신비한 동물들과 덤블도어의 비밀,진짜 개씹노잼 영화관에서 도망치고 싶은 마음이인물들 대사칠때마다 들었음,1
신비한 동물들과 덤블도어의 비밀,무계획이 계획이라는 삽질하는 영화,5
키싱 부스 3,여주 진짜 이해가 안되는 게1부터 계속 삐졌다가 울고 불쌍척 하는 게 별로고 형제도 계속 그러고 좀 이해가 안됨,1
로스트 시티,90년대 영화? 제작비 천억은 다 어디로 갔나?,4
앵커,이거 보고 악몽 3일 꿨숨다.. 배우 분들의 특출난 연기력 덕분에여ㅜㅜ,6
소설가의 영화,"후... 홍상수 영화 볼때 맨날 조는데... 이번에도 졸았는데, 이혜영님 연기는 너무 좋았다",7
엑스맨: 다크 피닉스,그냥 갑자기 생각나서 종말 쓰레기,2
더 배트맨,무슨 배트맨을 장비빨 중2병 찐따로 만들어놨어,1
닥터 스트레인지: 대혼돈의 멀티버스,&amp;#39;샘레이미&amp;#39;의 영화였다,7
배드 가이즈,"뻔한이야기,뻔한반전 하지만 신선한 흥겨움",7
닥터 스트레인지: 대혼돈의 멀티버스,기존 마블영화와달리 스토리구성이 떨어지는 영화마블영화를 보면서 잠이온적은 처음이다,3
야차,액션은 신경쓴듯. 근데 넷플릭스에서 하긴 좀..,1
닥터 스트레인지: 대혼돈의 멀티버스,관객수에 낚였다. 마블영화는 두가지가 있다 1. 마블팬과 일반인들이 재밌는영화.  2. 마블팬만 재밌는 영화. 닥터스트레인지는 2번이다. 예고편에서 봤던 액션 그이상의 액션은 없음. 멀티버스 논문을 읽는 느낌. 뭔소린지 공감도 안되고 지루하고 배우들도 별로 매력도 없고 시간떼우기용으로 보려고 했는데 그에 미치지도 못하는 영화였음,5
티탄,TITANE,6
앵커,심리 스릴러의 얄팍한 모방들.,5
봄날,그 모든 환장 뒤에 밀려오는 삶의 비애.,6
오차즈케의 맛,당대에는 공감해도 현 시점에서 보면...,7
아직 사랑하고 있습니까?,미친 여자아닌가?  남편 있는 여자가  저런영화 찍는 것 자체가 틀린 것  아니냐? 역지사지라고 니 남편이 다른여자와저런 영화 찍는다 생각 해 봐라! 쳐 울기는! 역겹다. 뭘 잘햇다고  우는지! 황당무계 적반하장 이고유부녀를 기용 했다는 것에  더럽단 생각이 든다.그러니 성공 못했지! 하류다. 밑에 댓글 단 ㄴ 니 마누라가  그랫어도 그런 잡소리 지껄였을까? 우리이혼해써요  라는 프로는 가능성을 보는 것 아닌가?완전  남자만 보면 껄떡대는 추한 모습에 성형술의  발전이  여자의 인성을 망쳣다.나이들엇으면 자식을 생각해서 행동 해야지! 어른으로 부끄럽다.  솔직히  남자가 100배 더 낫다 015B  객원가수에 프로듀서!  멋있게  잘생겼고만  남자가 아깝다!,2
닥터 스트레인지: 대혼돈의 멀티버스,"이정도면...B급 영화 아니냐?...,",4
닥터 스트레인지: 대혼돈의 멀티버스,"아이언맨부터 어벤져스 엔드게임까지 다 본 애청자이자 마블 팬으로서 점점 실망스러움1. 영화 제목을 완다 : 스칼렛 위치로 바꿔야 하는 영화이유 - 닥터 스트레인지 나오는 비중보다 완다가 더 많이 나오고 닥터 스트레인지는 한번도 싸워보지 못하고 도망 다니기 바쁘다. 영화 제목은 완다 : 스칼렛 위치로 바꾸는 게 맞다.2. 히어로 영화에 호러는 빼자이유 - 단순히 안 맞는다. 제 3의 눈을 가진 닥터 스트레인지와 음표 싸움, 좀비 스트레인지를 부활시켜 완다와 싸움은 최악이었음.3. 멀티버스를 잘 이용하자이유 - 다양하고 죽은 캐릭터도 살릴 수 있다 ok, 근데 죽은 사람도 너무 쉽게 살리고 죽음에 대한 감동도 없다. 곧 타노스도 돌아오고 아이언맨도 돌아올 듯 하다;4. 새로운 인물, 캐릭터에 대한 설명을 하자이유 - 아메리칸 차베즈가 누군지도 모르겠고, 전작 완다를 안 봤으면 이해가 어렵다. 기존에 마블 영화들은 전작을 안 봐도 어느 정도 설명했지만 이제 그런건 없다.5. 허무하고 감동이 없다이유 - 닥터 스트레인지에 대한 희망을 주는 복선도 계기도 없으며, 아메리카 차베즈가 각성하는데 믿는다 한마디면 정리되는 신기한 상황, 영화 결론은 현타 온 완다고 모든걸 파괴하고 끝나는데 내가 뭘 봤지 싶다.어벤져스 : 엔드게임과 같은 명작이 끝나고 디즈니로 간 이후 다양한 시도와 새로운 캐릭터 도입은 이해한다. 그런데 캐릭터를 도입하거나 새로운 시도를 할 때 어느 정도 복선도 있어야 하는데 그런게 너무 결여되어있다. 전체적으로 보완이 필요하지 않으면 장차 마블 영화에 대한 관심도나 즐거움이 점차 떨어질 것 같다. ",2
니 부모 얼굴이 보고 싶다,스토리는 잘모르겠는데 배우들 연기는 일품이네요,7
닥터 스트레인지: 대혼돈의 멀티버스,무난하게 잘 봄,7
닥터 스트레인지: 대혼돈의 멀티버스,아니 왜 디즈니화 되어가는거야...마블 영화 데려와!&amp;#39;ㅜㅜ,2
닥터 스트레인지: 대혼돈의 멀티버스,"마블빠가 아니라서 정확히 어떤 스토리인지 잘 모르겠으나.. 영상미나 연출이 정말 마음에 들고 좋음. 남자친구가 마블을 좋아해서, 물어보니 스토리는 별로였다고 하네용",7
닥터 스트레인지: 대혼돈의 멀티버스,베니 리지 연기가 다 함,6
"파리, 13구",규정할 수 없는 마음이 외로움 사이에 표류하다 빠져드는 마음을 인정하는 순간.,7
엄마,보지않았으나... 대강 짐작이 간다.  한류바람에 한번 만들어본 영화...,5
아버지의 깃발,영화 전체가 나쁘진 않았지만 자신들을 말살한 백인 국가를 위한 이해할수 없는 맹목적 소속감을 가진 인디언 캐릭터. 좀 지리했음,6
어부바,"감상평 처음써봅니다. 개인적으로 정말 최악입니다.연기도 정말 어색에서 손발이 오글거렸습니다. 배경도 거기서거기 정말 저예산으로 만든 영화같이 느껴졌습니다.  다들 영화 만드셨을때 고생하셨겠지만 처음으로 돈아깝다고 생각한 영화라 평을 안쓸수가 없었습니다. 제가 투자한 시간과돈이 너무 아깝습니다 ,,,! 다음부터는 제대로된 내용으로 연기 , 줄거리 탄탄하게 만들어 주세요 ",1
민스미트 작전,전쟁장면이 많지 않고 첩보작전펼치는게 중점이라 신선하긴 했는데 조금 늘어지는거 같기도,7
자전차왕 엄복동,발연기 지립니다...조선인지..,4
닥터 스트레인지: 대혼돈의 멀티버스,샘레이미가 만드는 스파이더맨4 닥터스트레인지 스킨적용버전,6
닥터 스트레인지: 대혼돈의 멀티버스,개쌉노잼;;; 마블영화중 최악이었음,1
용문비갑,와 이연걸 액션은 좋았고요 초중반까진 아주 괜찮은데 용문객잔나오자 마자 그냥 모든게 저질화됩니다 초반에 너무 힘을 줘서 작품을 만드느라 제작비 몰빵해버리고 감독의 정신줄도 놓아 버렸는지 처참한 cg에 편집은 발로했는지 집중도 안되고 그야말로 시장통같이 난잡한 스토리가 나오는데 이연걸 형님의 액션을 보기위해서라도 계속 볼려했으니 도저히 집중이 불가능했습니다,5
